Date,Submitter,Ticket ID,Ticket Category,First Response Time Minutes,First Resolution Time Minutes,Full Resolution Time Minutes,Satisfaction Score
10/2/2025,Customer_118,TCK102627,Complaint,89,1111,555,Good
10/2/2025,Customer_189,TCK102318,Technical,23,845,4117,Good
11/2/2025,Customer_244,TCK100689,Account,173,978,400,Bad
11/2/2025,Customer_389,TCK103640,Service Request,30,117,1696,Bad
11/2/2025,Customer_264,TCK100384,Billing,143,832,2505,Good
11/2/2025,Customer_639,TCK102520,Billing,188,853,2173,Good
11/2/2025,Customer_478,TCK102804,Technical,67,1050,2113,Good
11/2/2025,Customer_38,TCK103323,General Inquiry,104,1310,2256,Bad
12/2/2025,Customer_272,TCK104382,Complaint,143,674,2507,Good
12/2/2025,Customer_481,TCK100655,Service Request,113,74,1987,Good
12/2/2025,Customer_536,TCK103778,General Inquiry,97,1436,3422,Bad
13/2/2025,Customer_126,TCK101840,Account,72,377,448,Bad
13/2/2025,Customer_530,TCK101026,Billing,220,1144,2590,Good
13/2/2025,Customer_658,TCK100970,Account,4,411,852,Good
14/2/2025,Customer_601,TCK104117,Service Request,71,859,4167,Good
14/2/2025,Customer_721,TCK101069,Account,32,1148,3466,Good
14/2/2025,Customer_622,TCK100183,Complaint,88,1141,634,Good
14/2/2025,Customer_700,TCK101091,Complaint,179,378,341,Bad
15/2/2025,Customer_689,TCK103638,Account,136,118,4023,Good
15/2/2025,Customer_729,TCK103831,Complaint,132,1238,2809,Bad
15/2/2025,Customer_732,TCK104577,Complaint,51,594,4247,Good
15/2/2025,Customer_715,TCK103282,General Inquiry,102,215,136,Bad
15/2/2025,Customer_671,TCK103869,General Inquiry,17,872,3196,Good
15/2/2025,Customer_216,TCK104293,Account,170,763,688,Good
15/2/2025,Customer_259,TCK101656,General Inquiry,196,229,1754,Good
16/2/2025,Customer_334,TCK102642,Complaint,106,825,2705,Bad
16/2/2025,Customer_412,TCK100529,Technical,41,140,3584,Good
16/2/2025,Customer_186,TCK104343,Technical,186,320,1228,Bad
17/2/2025,Customer_265,TCK102586,Technical,2,132,3739,Good
17/2/2025,Customer_565,TCK103573,Complaint,87,317,4015,Good
17/2/2025,Customer_549,TCK102025,Service Request,126,722,4094,Bad
17/2/2025,Customer_220,TCK101469,General Inquiry,18,188,2105,Bad
17/2/2025,Customer_770,TCK101651,Service Request,17,186,3281,Bad
17/2/2025,Customer_207,TCK100021,Account,139,762,3754,Good
17/2/2025,Customer_311,TCK104328,Billing,144,361,2541,Good
17/2/2025,Customer_612,TCK104529,General Inquiry,25,740,2751,Good
17/2/2025,Customer_446,TCK104355,Technical,74,123,850,Good
17/2/2025,Customer_758,TCK104555,Technical,45,316,3591,Good
17/2/2025,Customer_20,TCK102806,Complaint,52,553,3997,Good
18/2/2025,Customer_695,TCK100259,Technical,84,225,1776,Good
18/2/2025,Customer_649,TCK100628,Billing,45,358,1929,Bad
18/2/2025,Customer_668,TCK100679,Account,21,1355,3237,Good
19/2/2025,Customer_557,TCK101821,Account,28,407,2447,Good
19/2/2025,Customer_182,TCK100225,General Inquiry,45,297,1255,Good
19/2/2025,Customer_479,TCK103432,Complaint,34,400,1014,Good
19/2/2025,Customer_553,TCK102508,Complaint,178,669,1972,Good
19/2/2025,Customer_443,TCK101473,Account,209,766,3924,Good
19/2/2025,Customer_556,TCK104559,Complaint,97,77,732,Good
20/2/2025,Customer_345,TCK100505,Complaint,15,1164,1236,Good
20/2/2025,Customer_237,TCK103493,Complaint,147,963,2431,Good
20/2/2025,Customer_522,TCK103023,Account,23,847,4097,Good
20/2/2025,Customer_467,TCK102081,Technical,164,316,2325,Good
21/2/2025,Customer_795,TCK101238,General Inquiry,24,248,4168,Good
21/2/2025,Customer_646,TCK101895,Complaint,108,1014,3448,Bad
21/2/2025,Customer_699,TCK102683,Account,96,593,999,Good
21/2/2025,Customer_356,TCK104169,Billing,153,324,3804,Good
21/2/2025,Customer_692,TCK101156,General Inquiry,160,274,721,Bad
21/2/2025,Customer_486,TCK100521,Service Request,10,1080,500,Good
22/2/2025,Customer_530,TCK103313,Account,237,1106,1825,Good
22/2/2025,Customer_320,TCK101544,Technical,184,507,1947,Good
22/2/2025,Customer_798,TCK102324,General Inquiry,116,907,2104,Good
22/2/2025,Customer_222,TCK104378,Service Request,10,487,1913,Good
22/2/2025,Customer_793,TCK104196,General Inquiry,149,1154,1194,Good
22/2/2025,Customer_387,TCK102203,Billing,94,239,770,Bad
22/2/2025,Customer_447,TCK101001,Complaint,238,959,3213,Good
22/2/2025,Customer_658,TCK103367,Complaint,195,1204,3680,Good
22/2/2025,Customer_201,TCK100109,General Inquiry,108,545,2332,Good
23/2/2025,Customer_632,TCK104366,Complaint,83,1238,2230,Bad
23/2/2025,Customer_179,TCK102131,General Inquiry,94,890,3141,Good
23/2/2025,Customer_618,TCK101134,Billing,116,636,907,Good
23/2/2025,Customer_540,TCK100288,Billing,150,16,1813,Good
23/2/2025,Customer_179,TCK103330,Technical,143,1076,1390,Good
23/2/2025,Customer_327,TCK102422,General Inquiry,193,333,1976,Good
23/2/2025,Customer_682,TCK101889,Billing,184,171,3716,Good
23/2/2025,Customer_210,TCK103278,Complaint,15,280,4051,Bad
23/2/2025,Customer_599,TCK104453,General Inquiry,215,1119,2876,Good
23/2/2025,Customer_538,TCK104109,General Inquiry,2,816,1082,Bad
23/2/2025,Customer_597,TCK101064,Technical,186,1230,2600,Good
23/2/2025,Customer_237,TCK100531,General Inquiry,213,823,1502,Good
24/2/2025,Customer_394,TCK103795,Billing,16,540,3582,Good
24/2/2025,Customer_430,TCK103971,Account,79,628,3596,Bad
24/2/2025,Customer_498,TCK103688,General Inquiry,58,1239,1664,Bad
24/2/2025,Customer_351,TCK103359,General Inquiry,114,1040,3071,Good
24/2/2025,Customer_487,TCK102633,Complaint,25,467,2764,Good
24/2/2025,Customer_689,TCK104069,General Inquiry,29,1274,1301,Good
25/2/2025,Customer_30,TCK101039,General Inquiry,130,1088,2275,Good
25/2/2025,Customer_659,TCK102424,Complaint,50,715,250,Good
25/2/2025,Customer_709,TCK100289,General Inquiry,16,197,1996,Bad
25/2/2025,Customer_70,TCK100785,Complaint,51,978,885,Bad
25/2/2025,Customer_455,TCK101615,Billing,83,1048,2006,Bad
25/2/2025,Customer_567,TCK100613,Billing,142,26,1263,Good
25/2/2025,Customer_314,TCK102479,Technical,16,1213,254,Bad
25/2/2025,Customer_140,TCK103891,General Inquiry,150,1430,4181,Bad
26/2/2025,Customer_794,TCK102451,Service Request,36,432,1395,Good
26/2/2025,Customer_88,TCK102873,General Inquiry,214,38,3603,Good
26/2/2025,Customer_524,TCK104159,Billing,25,1085,1057,Good
27/2/2025,Customer_58,TCK103165,General Inquiry,191,110,1674,Good
27/2/2025,Customer_426,TCK103212,Complaint,172,957,3395,Good
27/2/2025,Customer_344,TCK101934,Technical,84,16,3532,Bad
27/2/2025,Customer_461,TCK103090,General Inquiry,133,1128,927,Bad
27/2/2025,Customer_144,TCK101201,Billing,148,1429,3982,Good
28/2/2025,Customer_612,TCK100920,Account,84,1253,1775,Good
28/2/2025,Customer_555,TCK104521,Complaint,18,248,3114,Bad
28/2/2025,Customer_518,TCK102490,Technical,47,91,4232,Good
28/2/2025,Customer_799,TCK102856,General Inquiry,9,1099,2949,Good
28/2/2025,Customer_155,TCK101781,Account,106,200,4025,Good
28/2/2025,Customer_597,TCK102240,General Inquiry,216,1009,3117,Bad
28/2/2025,Customer_717,TCK104299,Account,86,1054,4033,Good
1/3/2025,Customer_369,TCK103098,Technical,32,1080,3671,Good
1/3/2025,Customer_749,TCK101622,Service Request,79,214,183,Bad
1/3/2025,Customer_352,TCK102839,General Inquiry,169,1021,2940,Good
1/3/2025,Customer_518,TCK104524,Service Request,4,809,2684,Good
1/3/2025,Customer_610,TCK101463,Account,142,164,3563,Good
1/3/2025,Customer_637,TCK102776,General Inquiry,168,1290,2860,Bad
2/3/2025,Customer_450,TCK103368,General Inquiry,197,647,2112,Bad
2/3/2025,Customer_18,TCK100501,Service Request,100,883,3123,Bad
2/3/2025,Customer_397,TCK102934,Service Request,227,1254,502,Good
2/3/2025,Customer_605,TCK102000,Service Request,15,611,3849,Good
2/3/2025,Customer_215,TCK102107,Billing,206,1022,1041,Good
2/3/2025,Customer_204,TCK103961,Complaint,124,815,629,Good
2/3/2025,Customer_268,TCK102024,General Inquiry,112,915,2634,Good
3/3/2025,Customer_697,TCK103912,Complaint,37,384,3216,Bad
3/3/2025,Customer_533,TCK103678,Billing,114,1094,4287,Bad
3/3/2025,Customer_715,TCK101813,Account,219,1379,1973,Bad
3/3/2025,Customer_534,TCK100060,Technical,161,317,393,Good
3/3/2025,Customer_772,TCK102002,Account,131,914,4089,Good
3/3/2025,Customer_485,TCK102245,General Inquiry,117,370,3983,Good
3/3/2025,Customer_248,TCK104223,Service Request,131,571,1835,Good
4/3/2025,Customer_118,TCK101492,Account,81,927,1906,Bad
4/3/2025,Customer_594,TCK103332,Service Request,15,302,1756,Bad
4/3/2025,Customer_130,TCK101197,Service Request,184,322,2082,Good
4/3/2025,Customer_494,TCK102338,Complaint,223,1331,3013,Good
5/3/2025,Customer_662,TCK101695,Billing,231,763,154,Good
5/3/2025,Customer_496,TCK101734,Account,237,1097,538,Good
5/3/2025,Customer_690,TCK103393,Billing,134,884,1070,Good
6/3/2025,Customer_425,TCK103704,Service Request,82,1030,412,Good
6/3/2025,Customer_196,TCK103270,Technical,71,424,2845,Good
6/3/2025,Customer_69,TCK103164,General Inquiry,127,1139,1089,Good
6/3/2025,Customer_285,TCK101140,General Inquiry,23,666,1247,Bad
6/3/2025,Customer_723,TCK103416,Complaint,90,1316,46,Good
7/3/2025,Customer_55,TCK103140,Technical,5,439,3747,Bad
7/3/2025,Customer_405,TCK102737,Account,31,734,925,Good
7/3/2025,Customer_7,TCK101500,General Inquiry,57,145,2472,Good
7/3/2025,Customer_776,TCK102201,Service Request,171,1131,824,Good
7/3/2025,Customer_745,TCK103215,Technical,39,1244,3203,Good
7/3/2025,Customer_790,TCK100472,Technical,178,596,922,Good
8/3/2025,Customer_738,TCK104598,Service Request,239,776,2538,Bad
8/3/2025,Customer_117,TCK104081,Complaint,30,683,2277,Good
9/3/2025,Customer_545,TCK103004,Complaint,82,410,1469,Good
9/3/2025,Customer_486,TCK103384,Complaint,111,1379,2129,Good
9/3/2025,Customer_181,TCK103844,Account,117,729,236,Good
10/3/2025,Customer_343,TCK100460,Billing,119,48,2446,Good
10/3/2025,Customer_471,TCK100790,Service Request,139,156,1383,Good
10/3/2025,Customer_130,TCK102519,Technical,180,644,2230,Good
10/3/2025,Customer_415,TCK101190,Account,39,1310,2685,Good
10/3/2025,Customer_125,TCK100965,Technical,71,703,3936,Bad
10/3/2025,Customer_731,TCK101388,Service Request,43,60,3762,Good
10/3/2025,Customer_25,TCK100783,Account,6,366,2923,Good
10/3/2025,Customer_783,TCK102590,General Inquiry,48,848,3564,Good
10/3/2025,Customer_210,TCK102890,General Inquiry,5,1079,1954,Bad
10/3/2025,Customer_180,TCK103450,Complaint,197,648,2065,Good
11/3/2025,Customer_103,TCK104402,Billing,177,1053,1100,Good
11/3/2025,Customer_224,TCK101144,General Inquiry,200,1076,4069,Good
11/3/2025,Customer_329,TCK104145,Complaint,8,342,604,Good
11/3/2025,Customer_188,TCK102930,Service Request,131,1043,519,Good
11/3/2025,Customer_640,TCK100000,General Inquiry,159,1209,1521,Good
11/3/2025,Customer_189,TCK102622,Account,91,455,1733,Bad
11/3/2025,Customer_515,TCK102478,Billing,101,963,169,Good
11/3/2025,Customer_286,TCK102365,Account,136,764,3433,Good
11/3/2025,Customer_447,TCK102531,General Inquiry,10,987,2901,Bad
12/3/2025,Customer_712,TCK101626,Account,8,542,3658,Good
12/3/2025,Customer_486,TCK103615,Account,205,788,4105,Good
12/3/2025,Customer_195,TCK100743,Complaint,154,91,1254,Good
12/3/2025,Customer_151,TCK103113,Account,96,19,773,Good
12/3/2025,Customer_558,TCK102684,Service Request,8,1187,622,Good
12/3/2025,Customer_50,TCK100930,Technical,60,1211,3354,Bad
13/3/2025,Customer_565,TCK103746,Service Request,113,310,1316,Good
13/3/2025,Customer_756,TCK103876,Technical,1,940,1345,Good
13/3/2025,Customer_406,TCK100324,Account,190,1034,3798,Good
13/3/2025,Customer_494,TCK103327,Billing,204,1114,3110,Good
13/3/2025,Customer_670,TCK100769,Billing,152,1052,520,Bad
13/3/2025,Customer_58,TCK103993,Account,67,1024,3531,Good
13/3/2025,Customer_574,TCK103167,General Inquiry,75,947,2223,Good
14/3/2025,Customer_527,TCK104314,Account,164,402,2595,Good
14/3/2025,Customer_550,TCK100227,Complaint,133,646,2763,Good
14/3/2025,Customer_663,TCK102189,Billing,90,1139,3008,Good
15/3/2025,Customer_652,TCK101482,General Inquiry,27,122,4151,Good
15/3/2025,Customer_35,TCK101713,Account,125,807,3206,Good
15/3/2025,Customer_217,TCK103355,General Inquiry,203,1410,358,Bad
15/3/2025,Customer_540,TCK101510,Billing,67,485,1701,Good
15/3/2025,Customer_252,TCK103378,Service Request,224,609,2363,Good
16/3/2025,Customer_294,TCK102825,Account,106,836,2343,Good
16/3/2025,Customer_47,TCK103658,Complaint,176,345,2168,Bad
16/3/2025,Customer_222,TCK102211,Account,42,363,1216,Good
16/3/2025,Customer_685,TCK101067,Technical,83,768,368,Good
16/3/2025,Customer_776,TCK100960,Technical,27,1180,4121,Good
16/3/2025,Customer_66,TCK103856,Service Request,212,275,892,Good
16/3/2025,Customer_371,TCK100672,Technical,175,384,977,Good
16/3/2025,Customer_193,TCK103209,Billing,198,139,1417,Good
17/3/2025,Customer_730,TCK103055,Technical,114,136,1576,Good
17/3/2025,Customer_488,TCK102267,Account,26,453,2255,Good
17/3/2025,Customer_40,TCK100485,General Inquiry,85,1116,4172,Bad
17/3/2025,Customer_677,TCK100199,Service Request,126,999,2230,Good
17/3/2025,Customer_166,TCK102539,Technical,71,844,4051,Good
17/3/2025,Customer_613,TCK101301,Service Request,152,666,855,Good
18/3/2025,Customer_153,TCK104338,Service Request,125,837,2574,Good
18/3/2025,Customer_247,TCK103075,Complaint,153,590,1106,Good
18/3/2025,Customer_111,TCK101439,Complaint,122,1056,1113,Bad
18/3/2025,Customer_381,TCK100926,Technical,9,1069,2297,Bad
18/3/2025,Customer_335,TCK103516,General Inquiry,165,1100,581,Good
18/3/2025,Customer_632,TCK104135,Account,171,753,3825,Good
18/3/2025,Customer_768,TCK104425,Billing,84,897,2840,Good
18/3/2025,Customer_531,TCK101228,Complaint,41,769,663,Bad
18/3/2025,Customer_179,TCK103387,General Inquiry,21,589,138,Good
19/3/2025,Customer_380,TCK103366,Account,228,291,1726,Good
19/3/2025,Customer_638,TCK100413,Technical,172,1362,817,Good
19/3/2025,Customer_75,TCK104494,Account,196,868,2190,Good
20/3/2025,Customer_596,TCK100562,Technical,76,1376,1303,Good
20/3/2025,Customer_663,TCK101871,Billing,66,364,2412,Good
20/3/2025,Customer_235,TCK104447,Service Request,215,22,2317,Good
20/3/2025,Customer_193,TCK103154,General Inquiry,165,839,508,Good
20/3/2025,Customer_694,TCK100629,Technical,87,148,2974,Good
20/3/2025,Customer_477,TCK102855,Billing,142,1100,1345,Good
20/3/2025,Customer_81,TCK103258,Account,127,175,3838,Good
20/3/2025,Customer_519,TCK102150,General Inquiry,222,1204,1736,Bad
21/3/2025,Customer_320,TCK103933,Complaint,7,377,1309,Good
21/3/2025,Customer_751,TCK100939,Complaint,222,1275,2612,Good
21/3/2025,Customer_278,TCK102276,Account,85,1194,647,Good
21/3/2025,Customer_74,TCK103902,Account,121,538,2968,Good
21/3/2025,Customer_230,TCK103627,Billing,239,20,2479,Good
21/3/2025,Customer_140,TCK100758,Technical,52,1085,1829,Good
22/3/2025,Customer_258,TCK102922,General Inquiry,208,1004,1528,Good
22/3/2025,Customer_424,TCK100454,Technical,172,1020,1317,Bad
22/3/2025,Customer_91,TCK100791,Billing,44,1215,2065,Bad
22/3/2025,Customer_471,TCK102384,Service Request,130,1098,3215,Good
23/3/2025,Customer_355,TCK101056,Complaint,37,1216,1538,Bad
23/3/2025,Customer_161,TCK101646,General Inquiry,194,864,2397,Good
23/3/2025,Customer_416,TCK103395,Complaint,193,951,3225,Good
24/3/2025,Customer_561,TCK102658,Service Request,71,1431,2038,Bad
24/3/2025,Customer_488,TCK104358,Technical,103,1176,2662,Good
24/3/2025,Customer_241,TCK101933,Technical,76,705,741,Bad
24/3/2025,Customer_32,TCK102509,General Inquiry,59,1199,3571,Good
24/3/2025,Customer_229,TCK102315,Complaint,3,510,132,Good
24/3/2025,Customer_286,TCK104590,General Inquiry,80,1069,69,Good
24/3/2025,Customer_384,TCK103208,Billing,97,1214,2461,Bad
24/3/2025,Customer_471,TCK100759,Service Request,120,184,287,Good
25/3/2025,Customer_275,TCK101465,Technical,206,1082,4069,Good
25/3/2025,Customer_581,TCK103951,General Inquiry,119,1064,66,Bad
25/3/2025,Customer_584,TCK102091,General Inquiry,53,1299,155,Good
25/3/2025,Customer_38,TCK104261,General Inquiry,192,61,1519,Bad
25/3/2025,Customer_283,TCK104547,Account,50,300,1647,Good
25/3/2025,Customer_460,TCK100716,Billing,23,1365,2263,Good
25/3/2025,Customer_271,TCK103291,Technical,194,1071,357,Bad
25/3/2025,Customer_785,TCK101370,Complaint,83,884,4191,Good
25/3/2025,Customer_768,TCK103010,Technical,15,761,3339,Bad
25/3/2025,Customer_551,TCK103596,Technical,51,442,1777,Bad
25/3/2025,Customer_693,TCK100810,General Inquiry,12,235,3204,Good
26/3/2025,Customer_69,TCK104232,Technical,14,1197,1832,Bad
26/3/2025,Customer_800,TCK100637,Technical,211,83,1252,Good
26/3/2025,Customer_338,TCK103604,Account,128,645,3169,Good
26/3/2025,Customer_47,TCK103988,Billing,152,398,2054,Bad
26/3/2025,Customer_468,TCK103339,Technical,179,429,1086,Good
27/3/2025,Customer_200,TCK103679,Service Request,51,828,852,Good
27/3/2025,Customer_678,TCK101245,Billing,231,1011,46,Good
27/3/2025,Customer_398,TCK104344,General Inquiry,81,177,2946,Good
27/3/2025,Customer_506,TCK104193,Billing,72,544,527,Bad
27/3/2025,Customer_386,TCK104264,Service Request,146,142,232,Bad
27/3/2025,Customer_464,TCK102154,Billing,77,262,635,Bad
27/3/2025,Customer_407,TCK103703,Account,43,179,3199,Good
27/3/2025,Customer_716,TCK104222,Technical,39,37,60,Good
28/3/2025,Customer_709,TCK102269,Technical,40,435,1719,Good
28/3/2025,Customer_404,TCK100332,General Inquiry,7,859,2557,Good
28/3/2025,Customer_709,TCK103264,General Inquiry,168,198,480,Good
28/3/2025,Customer_181,TCK100468,Billing,65,915,2190,Good
28/3/2025,Customer_349,TCK101719,Complaint,79,284,1413,Good
28/3/2025,Customer_537,TCK100271,Service Request,23,207,1598,Good
28/3/2025,Customer_362,TCK104207,Service Request,93,302,1553,Good
28/3/2025,Customer_389,TCK103897,Complaint,87,112,1011,Good
29/3/2025,Customer_725,TCK103301,Technical,199,729,3350,Good
29/3/2025,Customer_292,TCK101579,Complaint,141,559,3164,Good
29/3/2025,Customer_577,TCK102955,Service Request,141,1041,1679,Good
29/3/2025,Customer_722,TCK102092,Account,233,661,2650,Good
29/3/2025,Customer_594,TCK102062,Complaint,40,121,3106,Good
29/3/2025,Customer_28,TCK103046,Service Request,36,592,1048,Good
30/3/2025,Customer_294,TCK101328,Service Request,75,1368,2995,Good
30/3/2025,Customer_751,TCK102437,Complaint,157,100,4314,Bad
30/3/2025,Customer_692,TCK101652,Complaint,135,1290,3177,Bad
30/3/2025,Customer_378,TCK103183,Account,121,656,379,Good
30/3/2025,Customer_384,TCK102071,Account,68,376,2536,Good
30/3/2025,Customer_702,TCK102204,Complaint,113,1201,2224,Good
30/3/2025,Customer_648,TCK100059,Account,112,1145,3290,Good
30/3/2025,Customer_118,TCK104485,Service Request,205,1014,3680,Good
30/3/2025,Customer_388,TCK100566,Service Request,24,1360,2541,Bad
30/3/2025,Customer_369,TCK101753,Billing,65,910,1071,Bad
30/3/2025,Customer_541,TCK103722,General Inquiry,192,142,317,Good
31/3/2025,Customer_323,TCK100080,Service Request,187,851,165,Bad
31/3/2025,Customer_373,TCK103255,Complaint,33,1182,3588,Good
31/3/2025,Customer_700,TCK102302,Technical,146,759,2771,Good
31/3/2025,Customer_114,TCK103631,Billing,71,12,3967,Good
31/3/2025,Customer_268,TCK100645,Billing,202,833,139,Good
31/3/2025,Customer_785,TCK103866,General Inquiry,194,222,1412,Good
31/3/2025,Customer_28,TCK103820,General Inquiry,215,1125,2502,Good
31/3/2025,Customer_378,TCK100182,General Inquiry,4,795,618,Good
31/3/2025,Customer_445,TCK103983,Service Request,39,430,2419,Good
1/4/2025,Customer_586,TCK103012,Account,2,148,254,Good
1/4/2025,Customer_237,TCK104531,Account,77,1107,3642,Bad
1/4/2025,Customer_680,TCK102403,Technical,163,1362,2889,Good
1/4/2025,Customer_608,TCK100536,Billing,88,1277,1863,Good
1/4/2025,Customer_644,TCK103814,General Inquiry,192,190,2949,Good
1/4/2025,Customer_282,TCK100753,Service Request,239,28,4120,Good
2/4/2025,Customer_348,TCK101217,Service Request,84,954,615,Good
2/4/2025,Customer_163,TCK100748,Complaint,164,849,4175,Good
2/4/2025,Customer_506,TCK104218,General Inquiry,223,709,3192,Good
3/4/2025,Customer_98,TCK102221,Complaint,3,317,1039,Good
3/4/2025,Customer_191,TCK102140,Billing,25,1186,849,Good
3/4/2025,Customer_726,TCK101009,Billing,80,380,4004,Good
3/4/2025,Customer_103,TCK100011,General Inquiry,140,962,1053,Bad
3/4/2025,Customer_732,TCK101834,Technical,26,1206,3983,Good
3/4/2025,Customer_631,TCK101691,Account,169,1293,1224,Good
3/4/2025,Customer_58,TCK103732,Service Request,149,1158,1501,Good
3/4/2025,Customer_229,TCK103887,Complaint,204,136,2792,Bad
3/4/2025,Customer_339,TCK101709,Service Request,62,152,3253,Bad
4/4/2025,Customer_749,TCK101935,Technical,87,835,2762,Good
4/4/2025,Customer_318,TCK102304,General Inquiry,119,462,3794,Bad
4/4/2025,Customer_144,TCK101685,Account,104,1047,52,Good
4/4/2025,Customer_630,TCK101115,Technical,221,535,3627,Good
4/4/2025,Customer_446,TCK103064,Account,143,1312,2716,Good
4/4/2025,Customer_380,TCK100026,Technical,152,80,2497,Good
4/4/2025,Customer_571,TCK100315,Service Request,4,1277,4159,Good
5/4/2025,Customer_602,TCK103864,Account,82,642,3173,Good
5/4/2025,Customer_252,TCK100708,General Inquiry,175,755,2811,Bad
5/4/2025,Customer_574,TCK100139,Complaint,77,1161,270,Good
5/4/2025,Customer_579,TCK100732,Billing,129,145,4014,Bad
5/4/2025,Customer_442,TCK102630,Complaint,78,569,865,Good
6/4/2025,Customer_682,TCK104052,General Inquiry,36,1222,1452,Good
6/4/2025,Customer_381,TCK101125,General Inquiry,51,1027,2927,Good
6/4/2025,Customer_474,TCK102342,Service Request,168,1065,1963,Good
6/4/2025,Customer_3,TCK100081,Billing,89,848,1130,Good
6/4/2025,Customer_442,TCK100129,General Inquiry,160,551,3772,Good
7/4/2025,Customer_408,TCK102621,Technical,231,1285,2226,Good
7/4/2025,Customer_266,TCK102626,Billing,178,570,1058,Good
7/4/2025,Customer_323,TCK101791,Account,235,37,1304,Bad
7/4/2025,Customer_54,TCK102402,Account,101,201,2587,Good
7/4/2025,Customer_273,TCK102555,Account,232,303,628,Good
7/4/2025,Customer_502,TCK101567,Technical,46,85,3756,Good
8/4/2025,Customer_606,TCK104238,General Inquiry,135,159,1072,Good
8/4/2025,Customer_400,TCK100243,Account,20,317,1278,Good
9/4/2025,Customer_738,TCK103500,Service Request,8,609,4296,Good
9/4/2025,Customer_271,TCK103785,Service Request,59,193,3228,Good
9/4/2025,Customer_718,TCK104526,General Inquiry,210,756,1637,Good
9/4/2025,Customer_599,TCK102463,Complaint,208,51,1897,Good
9/4/2025,Customer_528,TCK103115,General Inquiry,238,1301,3523,Good
10/4/2025,Customer_658,TCK102321,Billing,237,1406,3468,Bad
10/4/2025,Customer_775,TCK102618,General Inquiry,208,1048,4242,Good
10/4/2025,Customer_584,TCK103648,Service Request,158,583,3964,Bad
10/4/2025,Customer_457,TCK100833,Billing,223,171,2603,Good
10/4/2025,Customer_411,TCK102353,Billing,191,1029,1743,Good
10/4/2025,Customer_29,TCK101412,General Inquiry,126,224,577,Bad
11/4/2025,Customer_57,TCK103205,General Inquiry,193,1394,2405,Good
11/4/2025,Customer_451,TCK100008,Technical,128,1309,3867,Good
11/4/2025,Customer_321,TCK102395,Complaint,124,76,2951,Good
11/4/2025,Customer_271,TCK101650,Billing,108,1030,3539,Good
11/4/2025,Customer_372,TCK101362,General Inquiry,224,80,2917,Good
11/4/2025,Customer_114,TCK102392,Technical,117,1019,1916,Good
11/4/2025,Customer_56,TCK102506,Account,147,475,1045,Bad
12/4/2025,Customer_332,TCK104298,Service Request,99,730,3071,Good
12/4/2025,Customer_710,TCK102954,Technical,66,527,245,Good
12/4/2025,Customer_136,TCK100952,General Inquiry,196,1245,3804,Bad
13/4/2025,Customer_278,TCK101174,Complaint,164,1326,2468,Good
13/4/2025,Customer_58,TCK100577,Billing,51,566,1018,Bad
13/4/2025,Customer_522,TCK103147,Technical,105,1194,2397,Good
13/4/2025,Customer_278,TCK102700,Account,157,1258,3117,Good
13/4/2025,Customer_381,TCK101249,Complaint,69,43,645,Good
14/4/2025,Customer_511,TCK100316,Account,69,616,3596,Bad
14/4/2025,Customer_284,TCK102119,Billing,36,801,2375,Good
14/4/2025,Customer_575,TCK100914,General Inquiry,27,397,274,Bad
15/4/2025,Customer_798,TCK104082,Service Request,125,311,1292,Good
15/4/2025,Customer_26,TCK103647,Service Request,183,74,1110,Good
15/4/2025,Customer_27,TCK102450,Billing,28,531,2320,Good
15/4/2025,Customer_283,TCK101267,General Inquiry,127,1031,899,Good
15/4/2025,Customer_550,TCK100685,General Inquiry,216,1140,3400,Good
15/4/2025,Customer_396,TCK104528,Complaint,157,148,2087,Good
15/4/2025,Customer_777,TCK103691,Account,82,763,228,Good
15/4/2025,Customer_448,TCK102263,Account,236,1050,2793,Good
15/4/2025,Customer_268,TCK100394,Complaint,171,459,4182,Good
15/4/2025,Customer_325,TCK103835,Service Request,131,558,3168,Good
16/4/2025,Customer_204,TCK100194,Billing,159,96,625,Good
16/4/2025,Customer_18,TCK102836,Account,102,278,4018,Bad
16/4/2025,Customer_482,TCK100102,General Inquiry,90,488,1482,Bad
17/4/2025,Customer_590,TCK102663,General Inquiry,124,1205,1450,Good
17/4/2025,Customer_270,TCK102080,Billing,207,119,2758,Good
17/4/2025,Customer_562,TCK100295,Service Request,153,534,4318,Good
17/4/2025,Customer_369,TCK100170,General Inquiry,181,1006,1827,Good
17/4/2025,Customer_433,TCK100257,General Inquiry,86,1141,1857,Good
18/4/2025,Customer_496,TCK100871,Complaint,143,48,1306,Good
18/4/2025,Customer_22,TCK101673,Account,85,497,4021,Good
18/4/2025,Customer_223,TCK100436,Service Request,75,34,2601,Bad
18/4/2025,Customer_232,TCK104189,Service Request,178,308,1258,Good
18/4/2025,Customer_390,TCK100898,General Inquiry,123,1027,1135,Good
18/4/2025,Customer_735,TCK103597,Service Request,239,1161,2155,Good
18/4/2025,Customer_498,TCK104297,General Inquiry,160,64,1084,Good
18/4/2025,Customer_777,TCK100471,Technical,146,895,1345,Bad
19/4/2025,Customer_463,TCK103370,General Inquiry,185,1388,1715,Good
19/4/2025,Customer_106,TCK104067,Complaint,173,962,457,Good
19/4/2025,Customer_534,TCK101155,Billing,48,1023,1552,Bad
19/4/2025,Customer_632,TCK100031,Technical,81,115,601,Good
19/4/2025,Customer_38,TCK100494,Billing,190,1012,4171,Good
