date,year,month,submitter,ticket_id,ticket_category,first_response_time_minutes,first_resolution_time_minutes,full_resolution_time_minutes,satisfaction_score,isfcr
2/12/2024,2024,December,Customer_130,TCK102550,Billing,93,852,2771,Good,FALSE
3/12/2024,2024,December,Customer_420,TCK103029,Technical,100,815,2998,Good,FALSE
3/12/2024,2024,December,Customer_261,TCK104279,Complaint,13,526,3562,Good,FALSE
3/12/2024,2024,December,Customer_507,TCK100088,Account,100,785,591,Good,FALSE
3/12/2024,2024,December,Customer_69,TCK102459,Account,167,662,711,Bad,FALSE
3/12/2024,2024,December,Customer_462,TCK100255,Billing,112,437,3726,Good,FALSE
3/12/2024,2024,December,Customer_170,TCK100298,Technical,219,784,2579,Bad,FALSE
3/12/2024,2024,December,Customer_555,TCK101771,Billing,165,415,3036,Good,FALSE
3/12/2024,2024,December,Customer_767,TCK104415,Complaint,98,545,4004,Good,FALSE
3/12/2024,2024,December,Customer_618,TCK104420,Billing,162,1031,3876,Good,FALSE
4/12/2024,2024,December,Customer_39,TCK103862,Complaint,12,271,1672,Bad,FALSE
4/12/2024,2024,December,Customer_405,TCK104205,Billing,4,490,3725,Good,FALSE
4/12/2024,2024,December,Customer_558,TCK101403,Technical,133,1060,1708,Good,FALSE
4/12/2024,2024,December,Customer_467,TCK100614,Technical,176,1416,1827,Good,FALSE
5/12/2024,2024,December,Customer_371,TCK100165,Service Request,67,1308,3980,Good,FALSE
5/12/2024,2024,December,Customer_351,TCK104176,General Inquiry,113,1057,108,Good,FALSE
5/12/2024,2024,December,Customer_560,TCK100056,Complaint,207,433,2188,Bad,FALSE
5/12/2024,2024,December,Customer_600,TCK101487,Account,74,1000,4085,Good,FALSE
6/12/2024,2024,December,Customer_368,TCK103226,Service Request,30,934,3124,Good,FALSE
6/12/2024,2024,December,Customer_139,TCK104480,Complaint,14,575,701,Good,FALSE
6/12/2024,2024,December,Customer_113,TCK102314,Service Request,58,995,2052,Good,FALSE
6/12/2024,2024,December,Customer_191,TCK102011,Account,115,701,1272,Good,FALSE
6/12/2024,2024,December,Customer_296,TCK103436,Complaint,31,783,55,Bad,FALSE
6/12/2024,2024,December,Customer_89,TCK100473,Service Request,30,527,136,Good,FALSE
6/12/2024,2024,December,Customer_592,TCK104380,Complaint,117,1108,176,Good,FALSE
7/12/2024,2024,December,Customer_71,TCK102327,Billing,87,984,327,Good,FALSE
7/12/2024,2024,December,Customer_308,TCK100555,Billing,122,835,560,Good,FALSE
7/12/2024,2024,December,Customer_580,TCK101181,General Inquiry,151,1202,2885,Good,FALSE
7/12/2024,2024,December,Customer_639,TCK101320,Technical,73,1322,139,Good,FALSE
7/12/2024,2024,December,Customer_597,TCK102256,General Inquiry,79,1338,3069,Good,FALSE
7/12/2024,2024,December,Customer_150,TCK104106,Service Request,23,294,1071,Good,FALSE
7/12/2024,2024,December,Customer_216,TCK102807,Account,133,1245,2001,Good,FALSE
7/12/2024,2024,December,Customer_180,TCK100618,Account,68,730,162,Good,FALSE
7/12/2024,2024,December,Customer_728,TCK100408,Service Request,209,672,3084,Bad,FALSE
8/12/2024,2024,December,Customer_145,TCK103163,General Inquiry,147,1335,2444,Good,FALSE
8/12/2024,2024,December,Customer_99,TCK104111,Complaint,166,145,3085,Good,FALSE
8/12/2024,2024,December,Customer_522,TCK102103,Billing,123,941,2870,Good,FALSE
8/12/2024,2024,December,Customer_155,TCK103665,Complaint,172,310,238,Bad,FALSE
8/12/2024,2024,December,Customer_168,TCK103429,Service Request,55,275,646,Good,FALSE
8/12/2024,2024,December,Customer_728,TCK103268,Complaint,145,1066,345,Good,FALSE
9/12/2024,2024,December,Customer_313,TCK101513,Technical,46,296,1066,Good,FALSE
9/12/2024,2024,December,Customer_314,TCK103386,Billing,51,123,3047,Good,FALSE
9/12/2024,2024,December,Customer_509,TCK103233,Technical,170,112,905,Good,FALSE
9/12/2024,2024,December,Customer_420,TCK101762,Account,107,137,1066,Good,FALSE
9/12/2024,2024,December,Customer_144,TCK102070,Complaint,193,756,1443,Bad,FALSE
9/12/2024,2024,December,Customer_348,TCK100099,Account,127,642,1780,Bad,FALSE
9/12/2024,2024,December,Customer_348,TCK101504,Technical,86,420,147,Good,FALSE
9/12/2024,2024,December,Customer_310,TCK102895,Account,113,425,1556,Good,FALSE
9/12/2024,2024,December,Customer_765,TCK100019,Account,38,885,55,Bad,FALSE
10/12/2024,2024,December,Customer_621,TCK102138,Complaint,169,531,4217,Good,FALSE
10/12/2024,2024,December,Customer_758,TCK102032,Billing,5,1228,3764,Bad,FALSE
10/12/2024,2024,December,Customer_649,TCK104306,General Inquiry,114,520,2232,Good,FALSE
10/12/2024,2024,December,Customer_268,TCK101609,Service Request,99,1414,2628,Bad,FALSE
10/12/2024,2024,December,Customer_179,TCK102396,Account,239,1209,3403,Good,FALSE
10/12/2024,2024,December,Customer_308,TCK102616,Account,227,79,1258,Good,FALSE
11/12/2024,2024,December,Customer_787,TCK101132,Complaint,57,42,4074,Good,FALSE
11/12/2024,2024,December,Customer_516,TCK100435,Service Request,35,206,554,Good,FALSE
11/12/2024,2024,December,Customer_355,TCK100264,General Inquiry,112,635,3753,Good,FALSE
11/12/2024,2024,December,Customer_564,TCK100842,General Inquiry,205,365,1489,Good,FALSE
11/12/2024,2024,December,Customer_699,TCK100247,Technical,188,356,3566,Good,FALSE
11/12/2024,2024,December,Customer_435,TCK100054,General Inquiry,166,843,1107,Good,FALSE
11/12/2024,2024,December,Customer_766,TCK101104,Complaint,78,284,262,Bad,FALSE
12/12/2024,2024,December,Customer_127,TCK103192,General Inquiry,47,656,3620,Bad,FALSE
12/12/2024,2024,December,Customer_367,TCK101157,Account,205,193,3735,Bad,FALSE
13/12/2024,2024,December,Customer_299,TCK100694,Technical,214,60,2286,Good,FALSE
13/12/2024,2024,December,Customer_688,TCK100762,Complaint,142,1424,3544,Good,FALSE
13/12/2024,2024,December,Customer_42,TCK100649,Technical,6,432,1379,Bad,FALSE
13/12/2024,2024,December,Customer_260,TCK102289,Complaint,60,37,3556,Good,FALSE
13/12/2024,2024,December,Customer_620,TCK103184,Technical,79,287,853,Good,FALSE
13/12/2024,2024,December,Customer_736,TCK100169,Billing,213,952,4048,Bad,FALSE
14/12/2024,2024,December,Customer_626,TCK103525,Complaint,178,504,2481,Bad,FALSE
14/12/2024,2024,December,Customer_113,TCK101745,Complaint,227,155,1817,Bad,FALSE
14/12/2024,2024,December,Customer_439,TCK101457,Billing,153,565,145,Good,FALSE
14/12/2024,2024,December,Customer_779,TCK101017,Complaint,76,928,2072,Good,FALSE
14/12/2024,2024,December,Customer_441,TCK102780,Technical,65,197,2113,Good,FALSE
14/12/2024,2024,December,Customer_792,TCK101225,Technical,189,878,2842,Good,FALSE
14/12/2024,2024,December,Customer_13,TCK100350,Service Request,111,949,3000,Bad,FALSE
14/12/2024,2024,December,Customer_528,TCK101589,Billing,52,53,978,Good,FALSE
14/12/2024,2024,December,Customer_31,TCK103987,Service Request,88,680,4291,Bad,FALSE
14/12/2024,2024,December,Customer_253,TCK100244,Billing,162,1385,1197,Good,FALSE
15/12/2024,2024,December,Customer_267,TCK102739,Billing,99,489,3783,Good,FALSE
15/12/2024,2024,December,Customer_669,TCK102139,General Inquiry,207,834,1032,Bad,FALSE
15/12/2024,2024,December,Customer_429,TCK102541,Account,202,917,2592,Good,FALSE
15/12/2024,2024,December,Customer_463,TCK100938,Complaint,201,71,3721,Good,FALSE
15/12/2024,2024,December,Customer_426,TCK100854,Service Request,102,248,890,Good,FALSE
15/12/2024,2024,December,Customer_187,TCK100940,General Inquiry,152,247,583,Good,FALSE
15/12/2024,2024,December,Customer_568,TCK100422,Technical,204,267,3855,Good,FALSE
15/12/2024,2024,December,Customer_96,TCK103308,Complaint,141,1212,3763,Good,FALSE
16/12/2024,2024,December,Customer_312,TCK102142,Service Request,146,1327,601,Bad,FALSE
16/12/2024,2024,December,Customer_529,TCK102573,Billing,209,1078,109,Good,FALSE
17/12/2024,2024,December,Customer_782,TCK104335,Service Request,198,1126,233,Good,FALSE
17/12/2024,2024,December,Customer_521,TCK102014,General Inquiry,145,527,2896,Good,FALSE
17/12/2024,2024,December,Customer_579,TCK103958,Account,229,510,1011,Bad,FALSE
17/12/2024,2024,December,Customer_794,TCK101865,Account,224,1234,1248,Good,FALSE
17/12/2024,2024,December,Customer_344,TCK102542,Complaint,118,807,2476,Good,FALSE
18/12/2024,2024,December,Customer_343,TCK101874,Service Request,41,1362,3557,Bad,FALSE
18/12/2024,2024,December,Customer_148,TCK102635,Account,132,1209,1940,Good,FALSE
18/12/2024,2024,December,Customer_93,TCK102238,General Inquiry,60,751,4188,Bad,FALSE
18/12/2024,2024,December,Customer_357,TCK102234,Account,57,589,2077,Bad,FALSE
18/12/2024,2024,December,Customer_542,TCK101603,Billing,144,1375,3676,Good,FALSE
18/12/2024,2024,December,Customer_482,TCK102992,Service Request,75,433,679,Bad,FALSE
19/12/2024,2024,December,Customer_328,TCK104591,Billing,143,1067,4304,Good,FALSE
19/12/2024,2024,December,Customer_660,TCK102262,Account,9,772,3310,Good,FALSE
19/12/2024,2024,December,Customer_520,TCK103947,General Inquiry,52,473,839,Good,FALSE
19/12/2024,2024,December,Customer_310,TCK103431,Billing,49,1073,330,Bad,FALSE
19/12/2024,2024,December,Customer_542,TCK104033,Billing,176,778,2422,Good,FALSE
19/12/2024,2024,December,Customer_123,TCK103652,Technical,44,643,2989,Good,FALSE
19/12/2024,2024,December,Customer_758,TCK102869,Complaint,122,937,1034,Good,FALSE
19/12/2024,2024,December,Customer_350,TCK100397,Technical,82,60,779,Good,FALSE
19/12/2024,2024,December,Customer_239,TCK103077,Complaint,211,388,3025,Good,FALSE
20/12/2024,2024,December,Customer_73,TCK103716,Billing,132,74,4056,Good,FALSE
20/12/2024,2024,December,Customer_560,TCK103576,Technical,200,173,2997,Good,FALSE
21/12/2024,2024,December,Customer_128,TCK101310,General Inquiry,96,971,793,Good,FALSE
21/12/2024,2024,December,Customer_506,TCK103748,Complaint,143,11,350,Good,FALSE
21/12/2024,2024,December,Customer_662,TCK101854,Account,194,86,673,Bad,FALSE
21/12/2024,2024,December,Customer_101,TCK101630,Service Request,201,260,2453,Good,FALSE
21/12/2024,2024,December,Customer_175,TCK101116,Service Request,137,641,1408,Bad,FALSE
21/12/2024,2024,December,Customer_90,TCK101612,Technical,231,469,3560,Good,FALSE
21/12/2024,2024,December,Customer_651,TCK102785,Billing,60,1158,1732,Good,FALSE
22/12/2024,2024,December,Customer_428,TCK103316,Service Request,117,363,378,Good,FALSE
22/12/2024,2024,December,Customer_678,TCK104095,Complaint,36,1213,2695,Good,FALSE
22/12/2024,2024,December,Customer_722,TCK103936,Complaint,99,1015,3242,Good,FALSE
22/12/2024,2024,December,Customer_106,TCK100478,Complaint,97,624,850,Good,FALSE
22/12/2024,2024,December,Customer_391,TCK101555,General Inquiry,184,727,2796,Good,FALSE
23/12/2024,2024,December,Customer_224,TCK103574,Complaint,6,443,4042,Good,FALSE
23/12/2024,2024,December,Customer_203,TCK103593,Billing,187,1156,3732,Good,FALSE
23/12/2024,2024,December,Customer_371,TCK100688,Complaint,170,673,1467,Good,FALSE
23/12/2024,2024,December,Customer_117,TCK102015,Technical,35,907,1704,Good,FALSE
23/12/2024,2024,December,Customer_772,TCK103585,Complaint,111,820,2658,Good,FALSE
24/12/2024,2024,December,Customer_671,TCK101294,Complaint,111,78,196,Bad,FALSE
24/12/2024,2024,December,Customer_126,TCK104009,Technical,28,938,4074,Good,FALSE
24/12/2024,2024,December,Customer_685,TCK100180,Service Request,182,1095,384,Good,FALSE
24/12/2024,2024,December,Customer_14,TCK101819,Complaint,105,134,3140,Good,FALSE
24/12/2024,2024,December,Customer_206,TCK102419,Service Request,234,1227,2558,Good,FALSE
24/12/2024,2024,December,Customer_46,TCK101486,Account,191,1423,1958,Good,FALSE
24/12/2024,2024,December,Customer_262,TCK103441,Complaint,20,720,2912,Good,FALSE
25/12/2024,2024,December,Customer_159,TCK101185,Billing,218,1229,4102,Good,FALSE
25/12/2024,2024,December,Customer_514,TCK100820,General Inquiry,18,1374,2768,Good,FALSE
25/12/2024,2024,December,Customer_150,TCK103346,Account,6,86,1932,Good,FALSE
25/12/2024,2024,December,Customer_649,TCK102553,Billing,199,1126,2349,Good,FALSE
25/12/2024,2024,December,Customer_273,TCK102606,Complaint,17,1229,3341,Bad,FALSE
25/12/2024,2024,December,Customer_405,TCK101643,Technical,104,823,2014,Good,FALSE
25/12/2024,2024,December,Customer_336,TCK103867,Service Request,2,1025,2960,Good,FALSE
26/12/2024,2024,December,Customer_123,TCK103886,Service Request,53,1183,2000,Bad,FALSE
26/12/2024,2024,December,Customer_221,TCK101947,General Inquiry,16,518,3581,Good,FALSE
26/12/2024,2024,December,Customer_649,TCK101177,Complaint,161,742,657,Good,FALSE
26/12/2024,2024,December,Customer_80,TCK103193,Account,151,639,2799,Good,FALSE
26/12/2024,2024,December,Customer_694,TCK102313,Account,129,334,858,Good,FALSE
26/12/2024,2024,December,Customer_179,TCK102040,Account,226,1042,1222,Good,FALSE
26/12/2024,2024,December,Customer_205,TCK104281,Account,155,599,2184,Good,FALSE
26/12/2024,2024,December,Customer_321,TCK100646,Technical,194,527,295,Good,FALSE
27/12/2024,2024,December,Customer_19,TCK103207,Billing,57,689,2767,Bad,FALSE
27/12/2024,2024,December,Customer_534,TCK103855,Service Request,140,469,1390,Good,FALSE
27/12/2024,2024,December,Customer_123,TCK102159,Complaint,237,1098,2624,Good,FALSE
27/12/2024,2024,December,Customer_32,TCK103955,Account,196,199,3338,Good,FALSE
27/12/2024,2024,December,Customer_68,TCK102651,Technical,220,1267,2299,Bad,FALSE
27/12/2024,2024,December,Customer_521,TCK104511,Service Request,129,544,2798,Good,FALSE
28/12/2024,2024,December,Customer_618,TCK104580,Service Request,153,464,2023,Good,FALSE
28/12/2024,2024,December,Customer_497,TCK103230,Account,219,521,3758,Good,FALSE
28/12/2024,2024,December,Customer_44,TCK101625,Technical,64,1263,1650,Good,FALSE
28/12/2024,2024,December,Customer_357,TCK103394,Complaint,73,949,1017,Bad,FALSE
28/12/2024,2024,December,Customer_66,TCK101607,Billing,145,435,1645,Good,FALSE
28/12/2024,2024,December,Customer_269,TCK100884,Billing,113,43,1409,Good,FALSE
28/12/2024,2024,December,Customer_104,TCK101337,Service Request,31,1261,1885,Bad,FALSE
28/12/2024,2024,December,Customer_799,TCK104449,General Inquiry,29,1186,2798,Good,FALSE
28/12/2024,2024,December,Customer_17,TCK101106,General Inquiry,18,146,2058,Good,FALSE
29/12/2024,2024,December,Customer_73,TCK101277,Service Request,145,912,855,Good,FALSE
29/12/2024,2024,December,Customer_253,TCK102796,Service Request,239,1018,204,Good,FALSE
29/12/2024,2024,December,Customer_307,TCK103011,Account,16,671,4084,Good,FALSE
29/12/2024,2024,December,Customer_752,TCK101452,Account,175,963,4061,Bad,FALSE
29/12/2024,2024,December,Customer_518,TCK102106,Billing,153,1028,339,Good,FALSE
29/12/2024,2024,December,Customer_544,TCK102295,Service Request,29,1370,3396,Bad,FALSE
29/12/2024,2024,December,Customer_167,TCK103338,Billing,190,1237,228,Good,FALSE
29/12/2024,2024,December,Customer_225,TCK101881,General Inquiry,236,149,3406,Good,FALSE
30/12/2024,2024,December,Customer_467,TCK102067,Billing,20,401,3662,Bad,FALSE
30/12/2024,2024,December,Customer_43,TCK101366,Billing,109,1318,124,Bad,FALSE
30/12/2024,2024,December,Customer_366,TCK100876,General Inquiry,183,952,4129,Bad,FALSE
30/12/2024,2024,December,Customer_747,TCK101647,Service Request,115,1224,3705,Good,FALSE
30/12/2024,2024,December,Customer_259,TCK103427,Technical,78,521,2342,Good,FALSE
30/12/2024,2024,December,Customer_557,TCK103506,Complaint,158,146,1782,Good,FALSE
30/12/2024,2024,December,Customer_201,TCK100617,General Inquiry,123,1349,1334,Good,FALSE
30/12/2024,2024,December,Customer_655,TCK100322,General Inquiry,72,1187,4242,Good,FALSE
31/12/2024,2024,December,Customer_444,TCK102528,Billing,238,491,3269,Bad,FALSE
31/12/2024,2024,December,Customer_796,TCK101772,Service Request,155,1059,3536,Good,FALSE
31/12/2024,2024,December,Customer_101,TCK104405,Service Request,219,391,4052,Good,FALSE
31/12/2024,2024,December,Customer_414,TCK101527,Technical,187,1419,1468,Good,FALSE
31/12/2024,2024,December,Customer_255,TCK102972,Account,57,34,3091,Bad,FALSE
1/1/2025,2025,January,Customer_736,TCK100058,Technical,47,109,2559,Bad,FALSE
1/1/2025,2025,January,Customer_48,TCK101966,Billing,69,1343,1254,Good,FALSE
1/1/2025,2025,January,Customer_133,TCK104071,Complaint,157,309,1961,Bad,FALSE
1/1/2025,2025,January,Customer_739,TCK104383,Billing,60,151,1493,Bad,FALSE
1/1/2025,2025,January,Customer_538,TCK102645,Billing,74,1012,2735,Good,FALSE
1/1/2025,2025,January,Customer_60,TCK104327,Complaint,156,949,2211,Good,FALSE
1/1/2025,2025,January,Customer_276,TCK100571,Account,61,1274,4298,Good,FALSE
2/1/2025,2025,January,Customer_528,TCK104060,Service Request,132,771,771,Good,TRUE
2/1/2025,2025,January,Customer_728,TCK102548,Service Request,27,1151,2335,Good,FALSE
3/1/2025,2025,January,Customer_387,TCK100546,General Inquiry,6,1251,4270,Good,FALSE
3/1/2025,2025,January,Customer_334,TCK104194,Technical,96,1120,566,Good,FALSE
3/1/2025,2025,January,Customer_419,TCK100917,Account,1,25,972,Good,FALSE
3/1/2025,2025,January,Customer_649,TCK104398,Technical,209,121,588,Good,FALSE
3/1/2025,2025,January,Customer_529,TCK103413,Account,2,434,1038,Bad,FALSE
3/1/2025,2025,January,Customer_227,TCK104441,Billing,37,120,1898,Good,FALSE
3/1/2025,2025,January,Customer_273,TCK100654,Service Request,35,1228,1088,Good,FALSE
4/1/2025,2025,January,Customer_728,TCK101823,Billing,219,614,2664,Good,FALSE
4/1/2025,2025,January,Customer_225,TCK103543,Service Request,217,83,995,Good,FALSE
4/1/2025,2025,January,Customer_218,TCK104375,Billing,29,211,4144,Bad,FALSE
4/1/2025,2025,January,Customer_586,TCK102565,Billing,198,396,2262,Good,FALSE
4/1/2025,2025,January,Customer_540,TCK100426,Service Request,101,158,1319,Bad,FALSE
5/1/2025,2025,January,Customer_649,TCK101897,Account,23,116,184,Good,FALSE
5/1/2025,2025,January,Customer_245,TCK101205,Complaint,68,787,565,Good,FALSE
5/1/2025,2025,January,Customer_232,TCK102853,Billing,174,1401,292,Good,FALSE
5/1/2025,2025,January,Customer_27,TCK101138,Account,224,1009,1638,Good,FALSE
5/1/2025,2025,January,Customer_718,TCK101341,Complaint,38,294,878,Good,FALSE
6/1/2025,2025,January,Customer_476,TCK101437,Service Request,173,1427,999,Good,FALSE
6/1/2025,2025,January,Customer_654,TCK104539,Service Request,83,500,447,Bad,FALSE
6/1/2025,2025,January,Customer_422,TCK103002,General Inquiry,172,1010,3477,Bad,FALSE
7/1/2025,2025,January,Customer_726,TCK100691,Service Request,91,1409,4196,Bad,FALSE
7/1/2025,2025,January,Customer_643,TCK100345,General Inquiry,205,1375,725,Bad,FALSE
7/1/2025,2025,January,Customer_6,TCK100681,Complaint,74,1426,561,Good,FALSE
7/1/2025,2025,January,Customer_753,TCK100013,Complaint,17,1141,605,Good,FALSE
7/1/2025,2025,January,Customer_538,TCK103808,General Inquiry,54,990,642,Good,FALSE
7/1/2025,2025,January,Customer_166,TCK102121,General Inquiry,189,714,2535,Good,FALSE
8/1/2025,2025,January,Customer_367,TCK100722,Service Request,124,440,3376,Good,FALSE
8/1/2025,2025,January,Customer_101,TCK102570,General Inquiry,103,452,3657,Good,FALSE
8/1/2025,2025,January,Customer_129,TCK101408,Billing,164,694,810,Good,FALSE
8/1/2025,2025,January,Customer_791,TCK100191,Technical,156,263,897,Good,FALSE
8/1/2025,2025,January,Customer_571,TCK100818,Service Request,134,1310,3579,Bad,FALSE
8/1/2025,2025,January,Customer_236,TCK102218,Service Request,212,75,4045,Bad,FALSE
9/1/2025,2025,January,Customer_182,TCK100317,General Inquiry,237,1020,2403,Good,FALSE
9/1/2025,2025,January,Customer_372,TCK103589,Billing,177,1358,100,Good,FALSE
9/1/2025,2025,January,Customer_267,TCK104231,Service Request,118,570,1892,Good,FALSE
9/1/2025,2025,January,Customer_389,TCK103333,General Inquiry,51,697,2319,Good,FALSE
9/1/2025,2025,January,Customer_415,TCK103108,Complaint,171,109,2963,Good,FALSE
9/1/2025,2025,January,Customer_537,TCK101915,Complaint,207,609,3150,Good,FALSE
9/1/2025,2025,January,Customer_67,TCK102009,Billing,132,171,2954,Good,FALSE
10/1/2025,2025,January,Customer_416,TCK101008,Technical,32,1313,1358,Bad,FALSE
10/1/2025,2025,January,Customer_643,TCK100530,Technical,171,1303,3263,Good,FALSE
10/1/2025,2025,January,Customer_403,TCK103120,Technical,78,571,3031,Good,FALSE
10/1/2025,2025,January,Customer_215,TCK104226,General Inquiry,185,1357,3458,Bad,FALSE
10/1/2025,2025,January,Customer_87,TCK102157,Service Request,102,633,3356,Bad,FALSE
10/1/2025,2025,January,Customer_116,TCK101494,General Inquiry,116,1342,2839,Good,FALSE
10/1/2025,2025,January,Customer_45,TCK103385,Complaint,204,1173,2595,Good,FALSE
10/1/2025,2025,January,Customer_616,TCK102912,General Inquiry,210,848,3607,Good,FALSE
11/1/2025,2025,January,Customer_785,TCK104391,General Inquiry,45,286,1848,Good,FALSE
11/1/2025,2025,January,Customer_365,TCK103297,Complaint,34,1423,1160,Good,FALSE
11/1/2025,2025,January,Customer_195,TCK100175,Account,91,670,3601,Bad,FALSE
11/1/2025,2025,January,Customer_327,TCK100928,Technical,84,431,2826,Good,FALSE
11/1/2025,2025,January,Customer_200,TCK103008,Account,172,62,2820,Good,FALSE
11/1/2025,2025,January,Customer_183,TCK102685,General Inquiry,56,778,284,Good,FALSE
11/1/2025,2025,January,Customer_629,TCK101484,Billing,180,116,1732,Good,FALSE
12/1/2025,2025,January,Customer_293,TCK104163,Account,186,1232,2881,Good,FALSE
12/1/2025,2025,January,Customer_641,TCK103286,Account,32,886,1641,Good,FALSE
12/1/2025,2025,January,Customer_266,TCK101748,Technical,45,96,4152,Good,FALSE
12/1/2025,2025,January,Customer_540,TCK103779,Technical,145,493,2300,Good,FALSE
12/1/2025,2025,January,Customer_71,TCK101122,General Inquiry,9,179,755,Good,FALSE
12/1/2025,2025,January,Customer_685,TCK101316,Service Request,123,244,250,Good,FALSE
12/1/2025,2025,January,Customer_661,TCK102562,Complaint,167,1270,1184,Bad,FALSE
12/1/2025,2025,January,Customer_432,TCK102169,General Inquiry,168,889,2960,Good,FALSE
13/1/2025,2025,January,Customer_324,TCK103428,Complaint,165,941,1976,Good,FALSE
13/1/2025,2025,January,Customer_270,TCK101024,Billing,183,1002,1910,Good,FALSE
13/1/2025,2025,January,Customer_544,TCK102932,Technical,109,1280,105,Good,FALSE
13/1/2025,2025,January,Customer_501,TCK104122,Account,113,141,3377,Good,FALSE
13/1/2025,2025,January,Customer_314,TCK100111,General Inquiry,8,279,2462,Good,FALSE
13/1/2025,2025,January,Customer_753,TCK104387,Technical,60,679,1293,Good,FALSE
14/1/2025,2025,January,Customer_590,TCK102420,Technical,137,193,1970,Bad,FALSE
14/1/2025,2025,January,Customer_68,TCK103352,General Inquiry,207,525,3603,Good,FALSE
14/1/2025,2025,January,Customer_559,TCK101219,Billing,92,1064,3884,Bad,FALSE
14/1/2025,2025,January,Customer_761,TCK100498,Technical,33,842,3770,Good,FALSE
14/1/2025,2025,January,Customer_791,TCK101508,Technical,105,682,4036,Bad,FALSE
14/1/2025,2025,January,Customer_619,TCK100092,Complaint,181,697,2241,Good,FALSE
14/1/2025,2025,January,Customer_605,TCK103206,Account,79,458,3910,Good,FALSE
14/1/2025,2025,January,Customer_97,TCK103591,Account,231,213,641,Good,FALSE
15/1/2025,2025,January,Customer_763,TCK101684,General Inquiry,99,255,3308,Good,FALSE
15/1/2025,2025,January,Customer_503,TCK102253,Service Request,63,715,2587,Good,FALSE
15/1/2025,2025,January,Customer_303,TCK101257,Billing,231,579,2455,Good,FALSE
15/1/2025,2025,January,Customer_106,TCK102056,Account,210,1393,4024,Good,FALSE
15/1/2025,2025,January,Customer_668,TCK102918,Billing,80,516,1291,Good,FALSE
15/1/2025,2025,January,Customer_556,TCK102694,Account,169,1326,1767,Good,FALSE
15/1/2025,2025,January,Customer_331,TCK101920,Billing,122,878,1947,Bad,FALSE
15/1/2025,2025,January,Customer_574,TCK102364,Billing,98,913,4115,Good,FALSE
16/1/2025,2025,January,Customer_29,TCK101712,Service Request,38,588,1153,Good,FALSE
16/1/2025,2025,January,Customer_599,TCK103231,Technical,166,97,4023,Bad,FALSE
16/1/2025,2025,January,Customer_313,TCK101882,Billing,140,672,1398,Good,FALSE
16/1/2025,2025,January,Customer_466,TCK104576,Service Request,171,182,1684,Good,FALSE
16/1/2025,2025,January,Customer_618,TCK102995,Technical,13,199,2096,Bad,FALSE
16/1/2025,2025,January,Customer_368,TCK102557,Billing,92,1009,3611,Bad,FALSE
16/1/2025,2025,January,Customer_233,TCK104120,Service Request,119,1310,3226,Good,FALSE
16/1/2025,2025,January,Customer_789,TCK102398,Technical,222,1288,866,Good,FALSE
17/1/2025,2025,January,Customer_76,TCK101832,Complaint,183,965,2000,Good,FALSE
17/1/2025,2025,January,Customer_461,TCK103437,Complaint,135,773,112,Good,FALSE
17/1/2025,2025,January,Customer_339,TCK102908,Technical,184,67,3285,Good,FALSE
18/1/2025,2025,January,Customer_343,TCK102854,Service Request,16,465,690,Good,FALSE
18/1/2025,2025,January,Customer_186,TCK104104,Account,233,1193,1759,Good,FALSE
18/1/2025,2025,January,Customer_189,TCK102005,Service Request,99,1301,2000,Good,FALSE
18/1/2025,2025,January,Customer_557,TCK100568,Service Request,118,655,911,Good,FALSE
18/1/2025,2025,January,Customer_471,TCK103571,Service Request,122,97,3359,Bad,FALSE
19/1/2025,2025,January,Customer_282,TCK100737,Billing,195,1390,1963,Good,FALSE
19/1/2025,2025,January,Customer_744,TCK100216,General Inquiry,48,484,215,Bad,FALSE
19/1/2025,2025,January,Customer_420,TCK103443,General Inquiry,172,835,2873,Good,FALSE
19/1/2025,2025,January,Customer_230,TCK102155,Billing,54,133,604,Bad,FALSE
19/1/2025,2025,January,Customer_498,TCK102517,Service Request,101,1376,101,Good,FALSE
19/1/2025,2025,January,Customer_123,TCK104477,Account,227,300,1887,Bad,FALSE
19/1/2025,2025,January,Customer_239,TCK100174,Service Request,185,998,290,Good,FALSE
20/1/2025,2025,January,Customer_541,TCK100022,Account,1,666,3488,Good,FALSE
20/1/2025,2025,January,Customer_754,TCK101265,Technical,214,263,1044,Good,FALSE
20/1/2025,2025,January,Customer_163,TCK100875,Complaint,8,1372,1103,Good,FALSE
20/1/2025,2025,January,Customer_511,TCK100375,Account,229,382,2189,Good,FALSE
20/1/2025,2025,January,Customer_427,TCK101153,Service Request,15,1008,2094,Good,FALSE
20/1/2025,2025,January,Customer_45,TCK102442,Account,137,547,789,Good,FALSE
20/1/2025,2025,January,Customer_405,TCK100203,Technical,53,570,3459,Good,FALSE
20/1/2025,2025,January,Customer_620,TCK102957,Service Request,189,1395,639,Good,FALSE
20/1/2025,2025,January,Customer_368,TCK101761,Account,44,1203,3881,Bad,FALSE
21/1/2025,2025,January,Customer_379,TCK103307,Account,163,220,3149,Good,FALSE
21/1/2025,2025,January,Customer_26,TCK102958,General Inquiry,237,703,2588,Good,FALSE
21/1/2025,2025,January,Customer_232,TCK100648,Account,151,520,984,Good,FALSE
21/1/2025,2025,January,Customer_147,TCK101720,Billing,23,752,4026,Good,FALSE
21/1/2025,2025,January,Customer_608,TCK100204,Complaint,87,855,243,Good,FALSE
